Tid	Kanal A	Kanal B
(ms)	(V)	(V)

42.86075511	5.35433100	-0.96850400
42.90152310	5.35433100	-0.96850400
42.94229110	5.35433100	-0.97637800
42.98305910	5.35433100	-0.97637800
43.02382710	5.35433100	-0.97637800
43.06459510	5.35433100	-0.97637800
43.10536309	5.35433100	-0.97637800
43.14613109	5.35433100	-0.97637800
43.18689909	5.35433100	-0.96850400
43.22766709	5.35433100	-0.97637800
43.26843509	5.35433100	-0.97637800
43.30920309	5.35433100	-0.97637800
43.34997108	5.35433100	-0.97637800
43.39073908	5.35433100	-0.97637800
43.43150708	5.35433100	-0.96850400
43.47227508	5.35433100	-0.97637800
43.51304308	5.35433100	-0.97637800
43.55381107	5.35433100	-0.96850400
43.59457907	5.35433100	-0.97637800
43.63534707	5.35433100	-0.97637800
43.67611507	5.35433100	-0.97637800
43.71688307	5.35433100	-0.97637800
43.75765106	5.35433100	-0.97637800
43.79841906	5.35433100	-0.96850400
43.83918706	5.35433100	-0.96850400
43.87995506	5.35433100	-0.97637800
43.92072306	5.35433100	-0.97637800
43.96149106	5.35433100	-0.97637800
44.00225905	5.35433100	-0.97637800
44.04302705	5.35433100	-0.97637800
44.08379505	5.35433100	-0.96850400
44.12456305	5.35433100	-0.96850400
44.16533105	5.35433100	-0.97637800
44.20609904	5.35433100	-0.97637800
44.24686704	5.35433100	-0.97637800
44.28763504	5.35433100	-0.96850400
44.32840304	5.35433100	-0.97637800
44.36917104	5.35433100	-0.97637800
44.40993904	5.35433100	-0.97637800
44.45070703	5.35433100	-0.97637800
44.49147503	5.35433100	-0.97637800
44.53224303	5.35433100	-0.97637800
44.57301103	5.35433100	-0.97637800
44.61377903	5.35433100	-0.97637800
44.65454702	5.35433100	-0.97637800
44.69531502	5.35433100	-0.97637800
44.73608302	5.35433100	-0.97637800
44.77685102	5.35433100	-0.97637800
44.81761902	5.35433100	-0.96850400
44.85838701	5.35433100	-0.97637800
44.89915501	5.35433100	-0.97637800
44.93992301	5.35433100	-0.96850400
44.98069101	5.35433100	-0.96850400
45.02145901	5.35433100	-0.96850400
45.06222701	5.35433100	-0.97637800
45.10299500	5.35433100	-0.97637800
45.14376300	5.35433100	-0.97637800
45.18453100	5.35433100	-0.97637800
45.22529900	5.35433100	-0.96850400
45.26606700	5.35433100	-0.97637800
45.30683499	5.35433100	-0.96850400
45.34760299	5.35433100	-0.97637800
45.38837099	5.35433100	-0.97637800
45.42913899	5.35433100	-0.97637800
45.46990699	5.35433100	-0.97637800
45.51067499	5.35433100	-0.97637800
45.55144298	5.35433100	-0.97637800
45.59221098	5.35433100	-0.97637800
45.63297898	5.35433100	-0.96850400
45.67374698	5.35433100	-0.96850400
45.71451498	5.35433100	-0.97637800
45.75528297	5.35433100	-0.97637800
45.79605097	5.35433100	-0.97637800
45.83681897	5.35433100	-0.97637800
45.87758697	5.35433100	-0.96850400
45.91835497	5.35433100	-0.97637800
45.95912296	5.35433100	-0.97637800
45.99989096	5.35433100	-0.97637800
46.04065896	5.35433100	-0.97637800
46.08142696	5.35433100	-0.97637800
46.12219496	5.35433100	-0.97637800
46.16296296	5.35433100	-0.97637800
46.20373095	5.35433100	-0.96850400
46.24449895	5.35433100	-0.97637800
46.28526695	5.35433100	-0.97637800
46.32603495	5.35433100	-0.97637800
46.36680295	5.35433100	-0.97637800
46.40757094	5.35433100	-0.97637800
46.44833894	5.35433100	-0.97637800
46.48910694	5.35433100	-0.96850400
46.52987494	5.35433100	-0.96850400
46.57064294	5.35433100	-0.97637800
46.61141093	5.35433100	-0.97637800
46.65217893	5.35433100	-0.97637800
46.69294693	5.35433100	-0.96850400
46.73371493	5.35433100	-0.97637800
46.77448293	5.35433100	-0.96850400
46.81525093	5.35433100	-0.97637800
46.85601892	5.35433100	-0.96850400
46.89678692	5.35433100	-0.97637800
46.93755492	5.35433100	-0.97637800
46.97832292	5.35433100	-0.97637800
47.01909092	5.35433100	-0.97637800
47.05985891	5.35433100	-0.97637800
47.10062691	5.35433100	-0.97637800
47.14139491	5.35433100	-0.97637800
47.18216291	5.35433100	-0.97637800
47.22293091	5.35433100	-0.96850400
47.26369891	5.35433100	-0.96850400
47.30446690	5.35433100	-0.97637800
47.34523490	5.35433100	-0.97637800
47.38600290	5.35433100	-0.97637800
47.42677090	5.35433100	-0.96850400
47.46753890	5.35433100	-0.97637800
47.50830689	5.35433100	-0.97637800
47.54907489	5.35433100	-0.96850400
47.58984289	5.35433100	-0.97637800
47.63061089	5.35433100	-0.97637800
47.67137889	5.35433100	-0.96850400
47.71214688	5.35433100	-0.97637800
47.75291488	5.35433100	-0.96850400
47.79368288	5.35433100	-0.97637800
47.83445088	5.35433100	-0.97637800
47.87521888	5.35433100	-0.97637800
47.91598688	5.35433100	-0.96850400
47.95675487	5.35433100	-0.97637800
47.99752287	5.35433100	-0.96850400
48.03829087	5.35433100	-0.97637800
48.07905887	5.35433100	-0.96850400
48.11982687	5.35433100	-0.97637800
48.16059486	5.35433100	-0.97637800
48.20136286	5.35433100	-0.96850400
48.24213086	5.35433100	-0.97637800
48.28289886	5.35433100	-0.97637800
48.32366686	5.35433100	-0.97637800
48.36443486	5.35433100	-0.97637800
48.40520285	5.35433100	-0.96850400
48.44597085	5.35433100	-0.96850400
48.48673885	5.35433100	-0.96850400
48.52750685	5.35433100	-0.96850400
48.56827485	5.35433100	-0.96850400
48.60904284	5.35433100	-0.96850400
48.64981084	5.35433100	-0.97637800
48.69057884	5.35433100	-0.97637800
48.73134684	5.35433100	-0.97637800
48.77211484	5.35433100	-0.96850400
48.81288283	5.35433100	-0.97637800
48.85365083	5.35433100	-0.97637800
48.89441883	5.35433100	-0.97637800
48.93518683	5.35433100	-0.97637800
48.97595483	5.35433100	-0.96850400
49.01672283	5.35433100	-0.96850400
49.05749082	5.35433100	-0.96850400
49.09825882	5.35433100	-0.96850400
49.13902682	5.35433100	-0.96850400
49.17979482	5.35433100	-0.96850400
49.22056282	5.35433100	-0.97637800
49.26133081	5.35433100	-0.96850400
49.30209881	5.35433100	-0.97637800
49.34286681	5.35433100	-0.97637800
49.38363481	5.35433100	-0.97637800
49.42440281	5.35433100	-0.97637800
49.46517080	5.35433100	-0.97637800
49.50593880	5.35433100	-0.97637800
49.54670680	5.35433100	-0.96850400
49.58747480	5.35433100	-0.96850400
49.62824280	5.35433100	-0.97637800
49.66901080	5.35433100	-0.97637800
49.70977879	5.35433100	-0.96850400
49.75054679	5.35433100	-0.96850400
49.79131479	5.35433100	-0.96850400
49.83208279	5.35433100	-0.97637800
49.87285079	5.35433100	-0.96850400
49.91361878	5.35433100	-0.96850400
49.95438678	5.35433100	-0.97637800
49.99515478	5.35433100	-0.97637800
50.03592278	5.35433100	-0.97637800
50.07669078	5.35433100	-0.96850400
50.11745878	5.35433100	-0.96850400
50.15822677	5.35433100	-0.97637800
50.19899477	5.35433100	-0.96850400
50.23976277	5.35433100	-0.96850400
50.28053077	5.35433100	-0.97637800
50.32129877	5.35433100	-0.96850400
50.36206676	5.35433100	-0.96850400
50.40283476	5.35433100	-0.96850400
50.44360276	5.35433100	-0.97637800
50.48437076	5.35433100	-0.97637800
50.52513876	5.35433100	-0.96850400
50.56590675	5.35433100	-0.97637800
50.60667475	5.35433100	-0.97637800
50.64744275	5.35433100	-0.97637800
50.68821075	5.35433100	-0.97637800
50.72897875	5.35433100	-0.96850400
50.76974675	5.35433100	-0.96850400
50.81051474	5.35433100	-0.96850400
50.85128274	5.35433100	-0.97637800
50.89205074	5.35433100	-0.97637800
50.93281874	5.35433100	-0.97637800
50.97358674	5.35433100	-0.97637800
51.01435473	5.35433100	-0.97637800
51.05512273	5.35433100	-0.97637800
51.09589073	5.35433100	-0.97637800
51.13665873	5.35433100	-0.97637800
51.17742673	5.35433100	-0.96850400
51.21819473	5.35433100	-0.97637800
51.25896272	5.35433100	-0.97637800
51.29973072	5.35433100	-0.97637800
51.34049872	5.35433100	-0.96850400
51.38126672	5.35433100	-0.97637800
51.42203472	5.35433100	-0.97637800
51.46280271	5.35433100	-0.96850400
51.50357071	5.35433100	-0.97637800
51.54433871	5.35433100	-0.96850400
51.58510671	5.35433100	-0.96850400
51.62587471	5.35433100	-0.96850400
51.66664270	5.35433100	-0.96850400
51.70741070	5.35433100	-0.97637800
51.74817870	5.35433100	-0.96850400
51.78894670	5.35433100	-0.97637800
51.82971470	5.35433100	-0.96850400
51.87048270	5.35433100	-0.97637800
51.91125069	5.35433100	-0.97637800
51.95201869	5.35433100	-0.96850400
51.99278669	5.35433100	-0.96850400
52.03355469	5.35433100	-0.97637800
52.07432269	5.35433100	-0.97637800
52.11509068	5.35433100	-0.97637800
52.15585868	5.35433100	-0.97637800
52.19662668	5.35433100	-0.96850400
52.23739468	5.35433100	-0.97637800
52.27816268	5.35433100	-0.96850400
52.31893068	5.35433100	-0.96850400
52.35969867	5.35433100	-0.97637800
52.40046667	5.35433100	-0.97637800
52.44123467	5.35433100	-0.96850400
52.48200267	5.35433100	-0.97637800
52.52277067	5.35433100	-0.96850400
52.56353866	5.35433100	-0.97637800
52.60430666	5.35433100	-0.96850400
52.64507466	5.35433100	-0.97637800
52.68584266	5.35433100	-0.97637800
52.72661066	5.35433100	-0.97637800
52.76737865	5.35433100	-0.97637800
52.80814665	5.35433100	-0.97637800
52.84891465	5.35433100	-0.96850400
52.88968265	5.35433100	-0.97637800
52.93045065	5.35433100	-0.96850400
52.97121865	5.35433100	-0.97637800
53.01198664	5.35433100	-0.96850400
53.05275464	5.35433100	-0.97637800
53.09352264	5.35433100	-0.97637800
53.13429064	5.35433100	-0.96850400
53.17505864	5.35433100	-0.97637800
53.21582663	5.35433100	-0.96850400
53.25659463	5.35433100	-0.96850400
53.29736263	5.35433100	-0.96850400
53.33813063	5.35433100	-0.97637800
53.37889863	5.35433100	-0.97637800
53.41966662	5.35433100	-0.96850400
53.46043462	5.35433100	-0.96850400
53.50120262	5.35433100	-0.97637800
53.54197062	5.35433100	-0.97637800
53.58273862	5.35433100	-0.97637800
53.62350662	5.35433100	-0.96850400
53.66427461	5.35433100	-0.97637800
53.70504261	5.35433100	-0.97637800
53.74581061	5.35433100	-0.97637800
53.78657861	5.35433100	-0.96850400
53.82734661	5.35433100	-0.97637800
53.86811460	5.35433100	-0.96850400
53.90888260	5.35433100	-0.97637800
53.94965060	5.35433100	-0.96850400
53.99041860	5.35433100	-0.97637800
54.03118660	5.35433100	-0.96850400
54.07195460	5.35433100	-0.97637800
54.11272259	5.35433100	-0.97637800
54.15349059	5.35433100	-0.97637800
54.19425859	5.35433100	-0.97637800
54.23502659	5.35433100	-0.96850400
54.27579459	5.35433100	-0.96850400
54.31656258	5.35433100	-0.96850400
54.35733058	5.35433100	-0.96850400
54.39809858	5.35433100	-0.96850400
54.43886658	5.35433100	-0.96850400
54.47963458	5.35433100	-0.96850400
54.52040257	5.35433100	-0.97637800
54.56117057	5.35433100	-0.97637800
54.60193857	5.35433100	-0.97637800
54.64270657	5.35433100	-0.97637800
54.68347457	5.35433100	-0.97637800
54.72424257	5.35433100	-0.97637800
54.76501056	5.35433100	-0.97637800
54.80577856	5.35433100	-0.97637800
54.84654656	5.35433100	-0.96850400
54.88731456	5.35433100	-0.96850400
54.92808256	5.35433100	-0.97637800
54.96885055	5.35433100	-0.97637800
55.00961855	5.35433100	-0.97637800
55.05038655	5.35433100	-0.97637800
55.09115455	5.35433100	-0.96850400
55.13192255	5.35433100	-0.97637800
55.17269055	5.35433100	-0.97637800
55.21345854	5.35433100	-0.97637800
55.25422654	5.35433100	-0.97637800
55.29499454	5.35433100	-0.96850400
55.33576254	5.35433100	-0.97637800
55.37653054	5.35433100	-0.97637800
55.41729853	5.35433100	-0.96850400
55.45806653	5.35433100	-0.96850400
55.49883453	5.35433100	-0.96850400
55.53960253	5.35433100	-0.97637800
55.58037053	5.35433100	-0.97637800
55.62113852	5.35433100	-0.96850400
55.66190652	5.35433100	-0.97637800
55.70267452	5.35433100	-0.97637800
55.74344252	5.35433100	-0.96850400
55.78421052	5.35433100	-0.96850400
55.82497852	5.35433100	-0.97637800
55.86574651	5.35433100	-0.96850400
55.90651451	5.35433100	-0.97637800
55.94728251	5.35433100	-0.96850400
55.98805051	5.35433100	-0.96850400
56.02881851	5.35433100	-0.97637800
56.06958650	5.35433100	-0.97637800
56.11035450	5.35433100	-0.96850400
56.15112250	5.35433100	-0.96850400
56.19189050	5.35433100	-0.97637800
56.23265850	5.35433100	-0.96850400
56.27342649	5.35433100	-0.96850400
56.31419449	5.35433100	-0.96850400
56.35496249	5.35433100	-0.96850400
56.39573049	5.35433100	-0.97637800
56.43649849	5.35433100	-0.97637800
56.47726649	5.35433100	-0.97637800
56.51803448	5.35433100	-0.97637800
56.55880248	5.35433100	-0.96850400
56.59957048	5.35433100	-0.97637800
56.64033848	5.35433100	-0.96850400
56.68110648	5.35433100	-0.97637800
56.72187447	5.35433100	-0.97637800
56.76264247	5.35433100	-0.96850400
56.80341047	5.35433100	-0.96850400
56.84417847	5.35433100	-0.96850400
56.88494647	5.35433100	-0.96850400
56.92571447	5.35433100	-0.97637800
56.96648246	5.35433100	-0.97637800
57.00725046	5.35433100	-0.97637800
57.04801846	5.35433100	-0.97637800
57.08878646	5.35433100	-0.97637800
57.12955446	5.35433100	-0.97637800
57.17032245	5.35433100	-0.97637800
57.21109045	5.35433100	-0.97637800
57.25185845	5.35433100	-0.96850400
57.29262645	5.35433100	-0.96850400
57.33339445	5.35433100	-0.96850400
57.37416244	5.35433100	-0.97637800
57.41493044	5.35433100	-0.96850400
57.45569844	5.35433100	-0.97637800
57.49646644	5.35433100	-0.96850400
57.53723444	5.35433100	-0.97637800
57.57800244	5.35433100	-0.97637800
57.61877043	5.35433100	-0.96850400
57.65953843	5.35433100	-0.97637800
57.70030643	5.35433100	-0.97637800
57.74107443	5.35433100	-0.97637800
57.78184243	5.35433100	-0.96850400
57.82261042	5.35433100	-0.96850400
57.86337842	5.35433100	-0.97637800
57.90414642	5.35433100	-0.97637800
57.94491442	5.35433100	-0.96850400
57.98568242	5.35433100	-0.96850400
58.02645042	5.35433100	-0.96850400
58.06721841	5.35433100	-0.96850400
58.10798641	5.35433100	-0.96850400
58.14875441	5.35433100	-0.97637800
58.18952241	5.35433100	-0.97637800
58.23029041	5.35433100	-0.96850400
58.27105840	5.35433100	-0.97637800
58.31182640	5.35433100	-0.96850400
58.35259440	5.35433100	-0.96850400
58.39336240	5.35433100	-0.96850400
58.43413040	5.35433100	-0.96850400
58.47489839	5.35433100	-0.97637800
58.51566639	5.35433100	-0.97637800
58.55643439	5.35433100	-0.96850400
58.59720239	5.35433100	-0.96850400
58.63797039	5.35433100	-0.97637800
58.67873839	5.35433100	-0.97637800
58.71950638	5.35433100	-0.96850400
58.76027438	5.35433100	-0.96850400
58.80104238	5.35433100	-0.97637800
58.84181038	5.35433100	-0.97637800
58.88257838	5.35433100	-0.96850400
58.92334637	5.35433100	-0.96850400
58.96411437	5.35433100	-0.96850400
59.00488237	5.35433100	-0.96850400
59.04565037	5.35433100	-0.97637800
59.08641837	5.35433100	-0.97637800
59.12718637	5.35433100	-0.97637800
59.16795436	5.35433100	-0.96850400
59.20872236	5.35433100	-0.96850400
59.24949036	5.35433100	-0.96850400
59.29025836	5.35433100	-0.97637800
59.33102636	5.35433100	-0.97637800
59.37179435	5.35433100	-0.97637800
59.41256235	5.35433100	-0.96850400
59.45333035	5.35433100	-0.96850400
59.49409835	5.35433100	-0.96850400
59.53486635	5.35433100	-0.97637800
59.57563434	5.35433100	-0.96850400
59.61640234	5.35433100	-0.96850400
59.65717034	5.35433100	-0.96850400
59.69793834	5.35433100	-0.96850400
59.73870634	5.35433100	-0.96850400
59.77947434	5.35433100	-0.96850400
59.82024233	5.35433100	-0.97637800
59.86101033	5.35433100	-0.97637800
59.90177833	5.35433100	-0.96850400
59.94254633	5.35433100	-0.96850400
59.98331433	5.35433100	-0.96850400
60.02408232	5.35433100	-0.96850400
60.06485032	5.35433100	-0.96850400
60.10561832	5.35433100	-0.96850400
60.14638632	5.35433100	-0.97637800
60.18715432	5.35433100	-0.97637800
60.22792231	5.35433100	-0.97637800
60.26869031	5.35433100	-0.96850400
60.30945831	5.35433100	-0.96850400
60.35022631	5.35433100	-0.96850400
60.39099431	5.35433100	-0.96850400
60.43176231	5.35433100	-0.96850400
60.47253030	5.35433100	-0.97637800
60.51329830	5.35433100	-0.97637800
60.55406630	5.35433100	-0.96850400
60.59483430	5.35433100	-0.96850400
60.63560230	5.35433100	-0.96850400
60.67637029	5.35433100	-0.96850400
60.71713829	5.35433100	-0.97637800
60.75790629	5.35433100	-0.96850400
60.79867429	5.35433100	-0.96850400
60.83944229	5.35433100	-0.96850400
60.88021029	5.35433100	-0.96850400
60.92097828	5.35433100	-0.96850400
60.96174628	5.35433100	-0.97637800
61.00251428	5.35433100	-0.96850400
61.04328228	5.35433100	-0.97637800
61.08405028	5.35433100	-0.96850400
61.12481827	5.35433100	-0.96850400
61.16558627	5.35433100	-0.97637800
61.20635427	5.35433100	-0.96850400
61.24712227	5.35433100	-0.96850400
61.28789027	5.35433100	-0.96850400
61.32865826	5.35433100	-0.97637800
61.36942626	5.35433100	-0.96850400
61.41019426	5.35433100	-0.96850400
61.45096226	5.35433100	-0.96850400
61.49173026	5.35433100	-0.96850400
61.53249826	5.35433100	-0.96850400
61.57326625	5.35433100	-0.97637800
61.61403425	5.35433100	-0.97637800
61.65480225	5.35433100	-0.96850400
61.69557025	5.35433100	-0.97637800
61.73633825	5.35433100	-0.97637800
61.77710624	5.35433100	-0.97637800
61.81787424	5.35433100	-0.96850400
61.85864224	5.35433100	-0.96850400
61.89941024	5.35433100	-0.96850400
61.94017824	5.35433100	-0.96850400
61.98094624	5.35433100	-0.96850400
62.02171423	5.35433100	-0.96850400
62.06248223	5.35433100	-0.97637800
62.10325023	5.35433100	-0.97637800
62.14401823	5.35433100	-0.97637800
62.18478623	5.35433100	-0.96850400
62.22555422	5.35433100	-0.96850400
62.26632222	5.35433100	-0.96850400
62.30709022	5.35433100	-0.96850400
62.34785822	5.35433100	-0.96850400
62.38862622	5.35433100	-0.97637800
62.42939421	5.35433100	-0.96850400
62.47016221	5.35433100	-0.96850400
62.51093021	5.35433100	-0.96850400
62.55169821	5.35433100	-0.96850400
62.59246621	5.35433100	-0.96850400
62.63323421	5.35433100	-0.96850400
62.67400220	5.35433100	-0.96850400
62.71477020	5.35433100	-0.96850400
62.75553820	5.35433100	-0.97637800
62.79630620	5.35433100	-0.97637800
62.83707420	5.35433100	-0.97637800
62.87784219	5.35433100	-0.96850400
62.91861019	5.35433100	-0.96850400
62.95937819	5.35433100	-0.96850400
63.00014619	5.35433100	-0.96850400
63.04091419	5.35433100	-0.97637800
63.08168218	5.35433100	-0.97637800
63.12245018	5.35433100	-0.97637800
63.16321818	5.35433100	-0.97637800
63.20398618	5.35433100	-0.97637800
63.24475418	5.35433100	-0.96850400
63.28552218	5.35433100	-0.96850400
63.32629017	5.35433100	-0.96850400
63.36705817	5.35433100	-0.97637800
63.40782617	5.35433100	-0.97637800
63.44859417	5.35433100	-0.97637800
63.48936217	5.35433100	-0.96850400
63.53013016	5.35433100	-0.97637800
63.57089816	5.35433100	-0.96850400
63.61166616	5.35433100	-0.96850400
63.65243416	5.35433100	-0.97637800
63.69320216	5.35433100	-0.97637800
63.73397016	5.35433100	-0.96850400
63.77473815	5.35433100	-0.96850400
63.81550615	5.35433100	-0.96850400
63.85627415	5.35433100	-0.97637800
63.89704215	5.35433100	-0.96850400
63.93781015	5.35433100	-0.96850400
63.97857814	5.35433100	-0.96850400
64.01934614	5.35433100	-0.96850400
64.06011414	5.35433100	-0.96850400
64.10088214	5.35433100	-0.96850400
64.14165014	5.35433100	-0.96850400
64.18241813	5.35433100	-0.96850400
64.22318613	5.35433100	-0.97637800
64.26395413	5.35433100	-0.96850400
64.30472213	5.35433100	-0.96850400
64.34549013	5.35433100	-0.96850400
64.38625813	5.35433100	-0.96850400
64.42702612	5.35433100	-0.96850400
64.46779412	5.35433100	-0.97637800
64.50856212	5.35433100	-0.96850400
64.54933012	5.35433100	-0.97637800
64.59009812	5.35433100	-0.97637800
64.63086611	5.35433100	-0.96850400
64.67163411	5.35433100	-0.96850400
64.71240211	5.35433100	-0.96850400
64.75317011	5.35433100	-0.96850400
64.79393811	5.35433100	-0.97637800
64.83470611	5.35433100	-0.96850400
64.87547410	5.35433100	-0.96850400
64.91624210	5.35433100	-0.96850400
64.95701010	5.35433100	-0.96850400
64.99777810	5.35433100	-0.97637800
65.03854610	5.35433100	-0.96850400
65.07931409	5.35433100	-0.96850400
65.12008209	5.35433100	-0.96850400
65.16085009	5.35433100	-0.96850400
65.20161809	5.35433100	-0.96850400
65.24238609	5.35433100	-0.96850400
65.28315408	5.35433100	-0.96850400
65.32392208	5.35433100	-0.96850400
65.36469008	5.35433100	-0.96850400
65.40545808	5.35433100	-0.96850400
65.44622608	5.35433100	-0.96850400
65.48699408	5.35433100	-0.97637800
65.52776207	5.35433100	-0.96850400
65.56853007	5.35433100	-0.96850400
65.60929807	5.35433100	-0.96850400
65.65006607	5.35433100	-0.96850400
65.69083407	5.35433100	-0.96850400
65.73160206	5.35433100	-0.96850400
65.77237006	5.35433100	-0.97637800
65.81313806	5.35433100	-0.96850400
65.85390606	5.35433100	-0.96850400
65.89467406	5.35433100	-0.96850400
65.93544205	5.35433100	-0.97637800
65.97621005	5.35433100	-0.96850400
66.01697805	5.35433100	-0.96850400
66.05774605	5.35433100	-0.96850400
66.09851405	5.35433100	-0.96850400
66.13928205	5.35433100	-0.97637800
66.18005004	5.35433100	-0.96850400
66.22081804	5.35433100	-0.96850400
66.26158604	5.35433100	-0.96850400
66.30235404	5.35433100	-0.96850400
66.34312204	5.35433100	-0.96850400
66.38389003	5.35433100	-0.97637800
66.42465803	5.35433100	-0.96850400
66.46542603	5.35433100	-0.96850400
66.50619403	5.35433100	-0.97637800
66.54696203	5.35433100	-0.96850400
66.58773003	5.35433100	-0.96850400
66.62849802	5.35433100	-0.97637800
66.66926602	5.35433100	-0.96850400
66.71003402	5.35433100	-0.96850400
66.75080202	5.35433100	-0.96850400
66.79157002	5.35433100	-0.96850400
66.83233801	5.35433100	-0.96850400
66.87310601	5.35433100	-0.96850400
66.91387401	5.35433100	-0.97637800
66.95464201	5.35433100	-0.96850400
66.99541001	5.35433100	-0.96850400
67.03617800	5.35433100	-0.96850400
67.07694600	5.35433100	-0.96850400
67.11771400	5.35433100	-0.97637800
67.15848200	5.35433100	-0.96850400
67.19925000	5.35433100	-0.97637800
67.24001800	5.35433100	-0.96850400
67.28078599	5.35433100	-0.96850400
67.32155399	5.35433100	-0.96850400
67.36232199	5.35433100	-0.96850400
67.40308999	5.35433100	-0.97637800
67.44385799	5.35433100	-0.97637800
67.48462598	5.35433100	-0.96850400
67.52539398	5.35433100	-0.96850400
67.56616198	5.35433100	-0.96850400
67.60692998	5.35433100	-0.96850400
67.64769798	5.35433100	-0.96850400
67.68846598	5.35433100	-0.96850400
67.72923397	5.35433100	-0.96850400
67.77000197	5.35433100	-0.97637800
67.81076997	5.35433100	-0.96850400
67.85153797	5.35433100	-0.96850400
67.89230597	5.35433100	-0.96850400
67.93307396	5.35433100	-0.96850400
67.97384196	5.35433100	-0.97637800
68.01460996	5.35433100	-0.96850400
68.05537796	5.35433100	-0.96850400
68.09614596	5.35433100	-0.96850400
68.13691395	5.35433100	-0.96850400
68.17768195	5.35433100	-0.97637800
68.21844995	5.35433100	-0.96850400
68.25921795	5.35433100	-0.96850400
68.29998595	5.35433100	-0.96850400
68.34075395	5.35433100	-0.96850400
68.38152194	5.35433100	-0.96850400
68.42228994	5.35433100	-0.96850400
68.46305794	5.35433100	-0.96850400
68.50382594	5.35433100	-0.96850400
68.54459394	5.35433100	-0.96850400
68.58536193	5.35433100	-0.96850400
68.62612993	5.35433100	-0.97637800
68.66689793	5.35433100	-0.96850400
68.70766593	5.35433100	-0.96850400
68.74843393	5.35433100	-0.96850400
68.78920193	5.35433100	-0.96850400
68.82996992	5.35433100	-0.97637800
68.87073792	5.35433100	-0.96850400
68.91150592	5.35433100	-0.96850400
68.95227392	5.35433100	-0.96850400
68.99304192	5.35433100	-0.96850400
69.03380991	5.35433100	-0.96850400
69.07457791	5.35433100	-0.96850400
69.11534591	5.35433100	-0.96850400
69.15611391	5.35433100	-0.96850400
69.19688191	5.35433100	-0.96850400
69.23764990	5.35433100	-0.96850400
69.27841790	5.35433100	-0.97637800
69.31918590	5.35433100	-0.96850400
69.35995390	5.35433100	-0.96850400
69.40072190	5.35433100	-0.96850400
69.44148990	5.35433100	-0.96850400
69.48225789	5.35433100	-0.97637800
69.52302589	5.35433100	-0.96850400
69.56379389	5.35433100	-0.96850400
69.60456189	5.35433100	-0.96850400
69.64532989	5.35433100	-0.96850400
69.68609788	5.35433100	-0.96850400
69.72686588	5.35433100	-0.96850400
69.76763388	5.35433100	-0.96850400
69.80840188	5.35433100	-0.96850400
69.84916988	5.35433100	-0.96850400
69.88993787	5.35433100	-0.96850400
69.93070587	5.35433100	-0.96850400
69.97147387	5.35433100	-0.97637800
70.01224187	5.35433100	-0.96850400
70.05300987	5.35433100	-0.96850400
70.09377787	5.35433100	-0.97637800
70.13454586	5.35433100	-0.96850400
70.17531386	5.35433100	-0.96850400
70.21608186	5.35433100	-0.96850400
70.25684986	5.35433100	-0.96850400
70.29761786	5.35433100	-0.96850400
70.33838585	5.35433100	-0.96850400
70.37915385	5.35433100	-0.96850400
70.41992185	5.35433100	-0.96850400
70.46068985	5.35433100	-0.96850400
70.50145785	5.35433100	-0.96850400
70.54222585	5.35433100	-0.96850400
70.58299384	5.35433100	-0.96850400
70.62376184	5.35433100	-0.96850400
70.66452984	5.35433100	-0.96850400
70.70529784	5.35433100	-0.96850400
70.74606584	5.35433100	-0.96850400
70.78683383	5.35433100	-0.96850400
70.82760183	5.35433100	-0.96850400
70.86836983	5.35433100	-0.96850400
70.90913783	5.35433100	-0.97637800
70.94990583	5.35433100	-0.96850400
70.99067382	5.35433100	-0.96850400
71.03144182	5.35433100	-0.97637800
71.07220982	5.35433100	-0.96850400
71.11297782	5.35433100	-0.96850400
71.15374582	5.35433100	-0.97637800
71.19451382	5.35433100	-0.96850400
71.23528181	5.35433100	-0.96850400
71.27604981	5.35433100	-0.96850400
71.31681781	5.35433100	-0.96850400
71.35758581	5.35433100	-0.96850400
71.39835381	5.35433100	-0.96850400
71.43912180	5.35433100	-0.96850400
71.47988980	5.35433100	-0.96850400
71.52065780	5.35433100	-0.96850400
71.56142580	5.35433100	-0.96850400
71.60219380	5.35433100	-0.96850400
71.64296180	5.35433100	-0.96850400
71.68372979	5.35433100	-0.97637800
71.72449779	5.35433100	-0.96850400
71.76526579	5.35433100	-0.96850400
71.80603379	5.35433100	-0.96850400
71.84680179	5.35433100	-0.96850400
71.88756978	5.35433100	-0.96850400
71.92833778	5.35433100	-0.97637800
71.96910578	5.35433100	-0.96850400
72.00987378	5.35433100	-0.96850400
72.05064178	5.35433100	-0.96850400
72.09140977	5.35433100	-0.96850400
72.13217777	5.35433100	-0.96850400
72.17294577	5.35433100	-0.96850400
72.21371377	5.35433100	-0.96850400
72.25448177	5.35433100	-0.96850400
72.29524977	5.35433100	-0.96850400
72.33601776	5.35433100	-0.96850400
72.37678576	5.35433100	-0.96850400
72.41755376	5.35433100	-0.97637800
72.45832176	5.35433100	-0.96850400
72.49908976	5.35433100	-0.96850400
72.53985775	5.35433100	-0.96850400
72.58062575	5.35433100	-0.96850400
72.62139375	5.35433100	-0.96850400
72.66216175	5.35433100	-0.96850400
72.70292975	5.35433100	-0.96850400
72.74369774	5.35433100	-0.96850400
72.78446574	5.35433100	-0.96850400
